straekn_nr,rute_ty_k,rute_ty,rute_uty_k,rute_uty,navn,navndels,afm_rute_k,afm_rute,laengde,beskrivels,lang_beskr,uk_k_beskr,uk_l_beskr,d_k_beskr,d_l_beskr,ansvar_org,kontak_ved,betaling_k,betaling,belaegn_k,belaegn,handicap_k,handikap,ansva_v_k,ansva_v,startpkt_x,startpkt_y,slutpkt_x,slutpkt_y,svaerhed_k,svaerhed,obs,kategori_k,kategori,certifi_k,certifi,hierarki_k,hierarki,folder_k,folder,folde_link,foto_link1,foto_link2,filmlink,gpx_link,adr_id,link,temakode,temanavn,cvr_kode,cvr_navn,kommunekode,bruger_id,oprindkode,oprindelse,statuskode,status,off_kode,offentlig,versions_id,systid_fra,systid_til,oprettet
,"5",Vandrerute,"8",Andet,Kildeåen,Kildeåen,"0",,0,,,,,,,Vesthimmerlands Kommune,,"0",,"9",Ukendt,"9",Ukendt,"1",Privat/forening,"522611","6307136","0","0","3",Middel/Moderat,,"1",Lokal,"0","0","4",Adgangssti,"0",,,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c5349b4a-7f0a-11ea-b217-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 14:52:07.958906+02
,"5",Vandrerute,"4",Spor i landskabet,Sporet ved Paradiset Gedsted - Blå rute,Paradiset Gedsted,"0",,0,,,,,,,Vesthimmerlands Kommune,,"0",,"9",Ukendt,"9",Ukendt,"1",Privat/forening,"519541","6282638","0","0","4",Svær/udfordrende,,"1",Lokal,"0","0","1",Hovedrute,"1",Ja,http://spor.dk/sporene/nordjylland/paradiset,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c534a892-7f0a-11ea-b218-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 14:58:42.016503+02
,"5",Vandrerute,"8",Andet,Jenle og Søttrup Plantage - Gul,Jenle og Søttrup Plantage,"1",Ja,0,,,,,,,Vesthimmerlands Kommune,,"0",,"9",Ukendt,"9",Ukendt,"3",Staten,"529073","6301285","0","0","3",Middel/Moderat,,"1",Lokal,"0","0","3",Genvej,"1",Ja,http://naturstyrelsen.dk/media/nst/67674/NST-JenleFolder.pdf,"http://naturekspeditionen.dk/GetThumbnail.ashx?mode=1&#38;#38;width=1200&#38;#38;height=900&#38;#38;permanent=true&#38;#38;imagepath=~/UserFiles/jenel_rute.jpg",,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c534b620-7f0a-11ea-b219-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 16:30:06.188771+02
,"5",Vandrerute,"8",Andet,Lovns halvøen -Rød rute,Lovns halvøen,"1",Ja,0,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"9",Ukendt,"2",Kommune,"510954","6281919","0","0","4",Svær/udfordrende,,"1",Lokal,"0","0","1",Hovedrute,"1",Ja,http://vesthimmerland.dn.dk/naturen-i-vesthimmerland/naturomraader-i-vesthimmerland/louns-halvoeen/,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c534c58e-7f0a-11ea-b21a-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 15:01:41.857045+02
,"5",Vandrerute,"8",Andet,Lovns halvøen - Grøn rute,Lovns halvøen,"1",Ja,0,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"9",Ukendt,"2",Kommune,"510954","6281919","0","0","4",Svær/udfordrende,,"1",Lokal,"0","0","1",Hovedrute,"1",Ja,http://vesthimmerland.dn.dk/naturen-i-vesthimmerland/naturomraader-i-vesthimmerland/louns-halvoeen/,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c534d6e6-7f0a-11ea-b21b-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 15:01:41.857045+02
,"5",Vandrerute,"8",Andet,Lovns halvøen - Gul rute,Lovns halvøen,"1",Ja,0,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"9",Ukendt,"2",Kommune,"510954","6281919","0","0","4",Svær/udfordrende,,"1",Lokal,"0","0","1",Hovedrute,"1",Ja,http://vesthimmerland.dn.dk/naturen-i-vesthimmerland/naturomraader-i-vesthimmerland/louns-halvoeen/,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c5352b1e-7f0a-11ea-b21f-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 15:01:41.857045+02
,"5",Vandrerute,"8",Andet,Lovns halvøen - Blå rute,Lovns halvøen,"1",Ja,0,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"9",Ukendt,"2",Kommune,"510934","6281978","0","0","4",Svær/udfordrende,,"1",Lokal,"0","0","3",Genvej,"1",Ja,http://vesthimmerland.dn.dk/naturen-i-vesthimmerland/naturomraader-i-vesthimmerland/louns-halvoeen/,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c5353d20-7f0a-11ea-b220-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 15:01:41.857045+02
,"5",Vandrerute,"8",Andet,Jenle og Søttrup Plantage - Gul,Jenle og Søttrup Plantage,"1",Ja,0,,,,,,,Vesthimmerlands Kommune,,"0",,"9",Ukendt,"9",Ukendt,"3",Staten,"529073","6301285","0","0","3",Middel/Moderat,,"1",Lokal,"0","0","3",Genvej,"1",Ja,http://naturstyrelsen.dk/media/nst/67674/NST-JenleFolder.pdf,"http://naturekspeditionen.dk/GetThumbnail.ashx?mode=1&#38;#38;width=1200&#38;#38;height=900&#38;#38;permanent=true&#38;#38;imagepath=~/UserFiles/jenel_rute.jpg",,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c5354b4e-7f0a-11ea-b221-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 16:30:06.188771+02
,"5",Vandrerute,"4",Spor i landskabet,Sporet ved Hverrestrup Bakker,Hverrestrup Bakker,"1",Ja,0,,,,,,,Vesthimmerlands Kommune,,"0",,"9",Ukendt,"9",Ukendt,"1",Privat/forening,"532671","6286368","0","0","4",Svær/udfordrende,,"1",Lokal,"0","0","4",Adgangssti,"1",Ja,http://vesthimmerland.dn.dk/naturen-i-vesthimmerland/naturomraader-i-vesthimmerland/hverrestrup-bakker/,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c5355a3a-7f0a-11ea-b222-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 15:50:03.491799+02
,"5",Vandrerute,"8",Andet,Himmerlandsstien,Løgstør - Viborg,"1",Ja,0,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"9",Ukendt,"2",Kommune,"516227","6313702","0","0","2",Let,,"2",Regional,"0","0","1",Hovedrute,"0",,,"http://naturekspeditionen.dk/GetThumbnail.ashx?mode=1&#38;#38;#38;width=1200&#38;#38;#38;height=900&#38;#38;#38;permanent=true&#38;#38;#38;imagepath=~/UserFiles/Himmerlandst",,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c53569c6-7f0a-11ea-b223-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 16:40:56.566188+02
,"5",Vandrerute,"8",Andet,Lovns halvøen - Blå rute,Lovns halvøen,"1",Ja,0,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"9",Ukendt,"2",Kommune,"510934","6281978","0","0","4",Svær/udfordrende,,"1",Lokal,"0","0","1",Hovedrute,"1",Ja,http://vesthimmerland.dn.dk/naturen-i-vesthimmerland/naturomraader-i-vesthimmerland/louns-halvoeen/,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c535bc46-7f0a-11ea-b225-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 15:01:41.857045+02
,"5",Vandrerute,"8",Andet,Lovns halvøen - Blå rute,Lovns halvøen,"1",Ja,0,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"9",Ukendt,"2",Kommune,"510934","6281978","0","0","4",Svær/udfordrende,,"1",Lokal,"0","0","3",Genvej,"1",Ja,http://vesthimmerland.dn.dk/naturen-i-vesthimmerland/naturomraader-i-vesthimmerland/louns-halvoeen/,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c535cf9c-7f0a-11ea-b226-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 15:01:41.857045+02
,"5",Vandrerute,"4",Spor i landskabet,Sporet ved Testrupgaard,Testrupgaard,"0",,0,,,,,,,Vesthimmerlands Kommune,,"0",,"9",Ukendt,"9",Ukendt,"1",Privat/forening,"530534","6286757","0","0","4",Svær/udfordrende,,"1",Lokal,"0","0","3",Genvej,"1",Ja,http://spor.dk/sporene/nordjylland/testrupgaard,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c535dcf8-7f0a-11ea-b227-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 15:48:02.363207+02
,"5",Vandrerute,"4",Spor i landskabet,Sporet ved Testrupgaard,Testrupgaard,"0",,0,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"9",Ukendt,"1",Privat/forening,"530534","6286757","0","0","4",Svær/udfordrende,,"1",Lokal,"0","0","1",Hovedrute,"1",Ja,http://spor.dk/sporene/nordjylland/testrupgaard,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c535eb3a-7f0a-11ea-b228-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 15:48:02.363207+02
,"5",Vandrerute,"8",Andet,Jenle og Søttrup Plantage - Gul,Jenle og Søttrup Plantage,"1",Ja,0,,,,,,,Vesthimmerlands Kommune,,"0",,"9",Ukendt,"9",Ukendt,"3",Staten,"529073","6301285","0","0","3",Middel/Moderat,,"1",Lokal,"0","0","1",Hovedrute,"1",Ja,http://naturstyrelsen.dk/media/nst/67674/NST-JenleFolder.pdf,"http://naturekspeditionen.dk/GetThumbnail.ashx?mode=1&#38;#38;width=1200&#38;#38;height=900&#38;#38;permanent=true&#38;#38;imagepath=~/UserFiles/jenel_rute.jpg",,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c5361402-7f0a-11ea-b22b-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 16:30:06.188771+02
,"5",Vandrerute,"8",Andet,Jenle og Søttrup Plantage - Blå,Vesthimmerland,"1",Ja,0,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"9",Ukendt,"2",Kommune,"529073","6301285","0","0","3",Middel/Moderat,,"2",Regional,"0","0","1",Hovedrute,"0",,http://naturekspeditionen.dk/skove-i-vesthimmerland.aspx,"http://naturekspeditionen.dk/GetThumbnail.ashx?mode=1&#38;#38;width=1200&#38;#38;height=900&#38;#38;permanent=true&#38;#38;imagepath=~/UserFiles/jenel_rute.jpg",,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c53625b4-7f0a-11ea-b22c-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 16:30:06.188771+02
,"3",Cykelrute,"8",Andet,Skivumruten,Vesthimmerland,"0",,3.9,,,,,,,,,"0",,"9",Ukendt,"9",Ukendt,"2",Kommune,"535010","6305190","0","0","9",Ukendt,,"2",Regional,"0","0","1",Hovedrute,"0",,,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c5363310-7f0a-11ea-b22d-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2017-11-01 17:14:41.568873+01
,"3",Cykelrute,"8",Andet,Vilstedruten,Vesthimmerland,"0",,28.2,,,,,,,,,"0",,"9",Ukendt,"9",Ukendt,"2",Kommune,"510133","6305263","0","0","9",Ukendt,,"2",Regional,"0","0","1",Hovedrute,"1",Ja,http://www.farsoe.dk/fileadmin/Arkiv/Billeder/Turisme/Inspiration/Kort_og_foldere/Vilstedruten_nr._38_-_samlet_1.pdf,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c5364e7c-7f0a-11ea-b22f-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2017-11-01 17:14:41.568873+01
,"4",Mountainbikerute,"8",Andet,Uhrehøje Mountainbike ruter,Uhrehøje Plantage,"1",Ja,11,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"3",Ikke handicapegnet,"2",Kommune,"515840","6294990","0","0","3",Middel/Moderat,,"1",Lokal,"0","0","2",Sløjfe,"0",,,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"3",Opmåling,"3",Gældende / Vedtaget,"1",Synlig for alle,c53d35d4-7f0a-11ea-b288-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2019-11-05 12:54:53.275046+01
,"4",Mountainbikerute,"8",Andet,Uhrehøje Mountainbike ruter,Uhrehøje Plantage,"1",Ja,11,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"3",Ikke handicapegnet,"2",Kommune,"515840","6294990","0","0","3",Middel/Moderat,,"1",Lokal,"0","0","2",Sløjfe,"0",,,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"3",Opmåling,"3",Gældende / Vedtaget,"1",Synlig for alle,c53f5670-7f0a-11ea-b29d-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2019-11-05 12:54:53.275046+01
,"5",Vandrerute,"8",Andet,De Himmerlandske heder,Oudrup Østerhede,"1",Ja,0,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"9",Ukendt,"2",Kommune,"522876","6307941","0","0","3",Middel/Moderat,,"2",Regional,"0","0","1",Hovedrute,"1",Ja,http://www.naturturist.dk/hederne/himmerland.htm,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c540d220-7f0a-11ea-b2b3-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 14:53:43.008226+02
,"5",Vandrerute,"3",Hjertesti,Hjertesti Ravnstrup,Ravnstrup,"1",Ja,6,,,,,,,,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"3",Ikke handicapegnet,"1",Privat/forening,"0","0","0","0","2",Let,,"1",Lokal,"0","0","1",Hovedrute,"0",,,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"1",Ortofoto,"3",Gældende / Vedtaget,"1",Synlig for alle,c540f57a-7f0a-11ea-b2b5-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2019-02-26 13:57:31.151641+01
,"5",Vandrerute,"8",Andet,Motionsruter i Trend Sommerhusområde - Hvid rute,Trend Sommerhusområde,"1",Ja,12,,,,,,,Trend Sommerhusforening,,"0",,"9",Ukendt,"9",Ukendt,"1",Privat/forening,"512995","6300731","0","0","2",Let,,"1",Lokal,"0","0","1",Hovedrute,"0",,,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c54112f8-7f0a-11ea-b2b7-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2019-01-23 11:42:35.982202+01
,"5",Vandrerute,"8",Andet,Motionsruter i Trend Sommerhusområde - Blå rute,Trend Sommerhusområde,"1",Ja,0,,,,,,,Trend Sommerhusforening,,"0",,"9",Ukendt,"9",Ukendt,"1",Privat/forening,"512995","6300731","0","0","2",Let,,"1",Lokal,"0","0","1",Hovedrute,"1",Ja,http://naturekspeditionen.dk/UserFiles/Kort_NY.pdf,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c541372e-7f0a-11ea-b2b9-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 14:44:33.279276+02
,"5",Vandrerute,"8",Andet,Motionsruter i Trend Sommerhusområde - Gul rute,Trend Sommerhusområde,"1",Ja,2,,,,,,,Trend Sommerhusforening,,"0",,"9",Ukendt,"9",Ukendt,"1",Privat/forening,"512995","6300731","0","0","2",Let,,"1",Lokal,"0","0","1",Hovedrute,"1",Ja,http://naturekspeditionen.dk/UserFiles/Kort_NY.pdf,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c5414886-7f0a-11ea-b2ba-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 14:05:59.754479+02
,"5",Vandrerute,"8",Andet,Motionsruter i Trend Sommerhusområde - Rød rute,Trend Sommerhusområde,"1",Ja,10,,,,,,,Trend Sommerhusforening,,"0",,"9",Ukendt,"9",Ukendt,"1",Privat/forening,"512995","6300731","0","0","2",Let,,"1",Lokal,"0","0","1",Hovedrute,"1",Ja,http://naturekspeditionen.dk/UserFiles/Kort_NY.pdf,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c54172fc-7f0a-11ea-b2bd-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 13:50:18.410706+02
,"5",Vandrerute,"8",Andet,Uhrehøje Plantage - Grøn rute,Uhrehøje Plantage,"1",Ja,0,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"9",Ukendt,"2",Kommune,"516235","6295275","0","0","4",Svær/udfordrende,,"1",Lokal,"0","0","1",Hovedrute,"1",Ja,http://naturekspeditionen.dk/skove-i-vesthimmerland.aspx,"http://naturekspeditionen.dk/GetThumbnail.ashx?mode=1&#38;#38;width=1200&#38;#38;height=800&#38;#38;permanent=true&#38;#38;imagepath=~/UserFiles/istid_Uhrehoeje_(2).JPG",,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c541f6f0-7f0a-11ea-b2c3-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 15:07:17.511345+02
,"5",Vandrerute,"8",Andet,Uhrehøje Plantage - Hvid rute,Myrhøj Plantage,"1",Ja,4.38,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"0",,"9",Ukendt,"2",Kommune,"0","0","0","0","3",Middel/Moderat,,"1",Lokal,"0","0","1",Hovedrute,"1",Ja,http://naturekspeditionen.dk/UserFiles/Myrhoej_Plantage_DK_-_Tryk.pdf,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c54206d6-7f0a-11ea-b2c4-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 15:07:17.511345+02
,"5",Vandrerute,"8",Andet,Hærvejen,Vesthimmerland,"1",Ja,0,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"9",Ukendt,"2",Kommune,"0","0","0","0","2",Let,,"3",National,"0","0","1",Hovedrute,"1",Ja,,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c54213e2-7f0a-11ea-b2c5-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2019-03-29 10:50:13.827714+01
,"5",Vandrerute,"8",Andet,Hærvejen,Vesthimmerland,"1",Ja,0,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"9",Ukendt,"2",Kommune,"0","0","0","0","2",Let,,"3",National,"0","0","1",Hovedrute,"1",Ja,,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c5427f3a-7f0a-11ea-b2ca-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2019-03-29 10:50:13.827714+01
,"3",Cykelrute,"8",Andet,Johannes V. Jensen,Farsø - Hvalpsund,"0",,22,,,,,,,,,"0",,"9",Ukendt,"9",Ukendt,"2",Kommune,"520781","6292245","0","0","9",Ukendt,,"1",Lokal,"0","0","1",Hovedrute,"1",Ja,http://naturekspeditionen.dk/johannes-v-jensens-cykelrejse.aspx,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c542951a-7f0a-11ea-b2cb-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2017-11-01 17:14:41.568873+01
,"3",Cykelrute,"8",Andet,Ertebølleruten,Vesthimmerland,"0",,48.5,,,,,,,,,"0",,"9",Ukendt,"9",Ukendt,"2",Kommune,"518069","6317130","0","0","9",Ukendt,,"2",Regional,"0","0","1",Hovedrute,"1",Ja,http://www.farsoe.dk/fileadmin/Arkiv/Billeder/Turisme/Inspiration/Kort_og_foldere/Erteboelleruten_nr._36_-_samlet_1.pdf,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c542a78a-7f0a-11ea-b2cc-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2017-11-01 17:14:41.568873+01
,"5",Vandrerute,"8",Andet,Uhrehøje Plantage - Rød rute,Uhrehøje Plantage,"1",Ja,0,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"9",Ukendt,"1",Privat/forening,"517535","6295363","0","0","4",Svær/udfordrende,,"1",Lokal,"0","0","1",Hovedrute,"1",Ja,http://naturekspeditionen.dk/skove-i-vesthimmerland.aspx,"http://naturekspeditionen.dk/GetThumbnail.ashx?mode=1&#38;#38;width=1200&#38;#38;height=800&#38;#38;permanent=true&#38;#38;imagepath=~/UserFiles/istid_Uhrehoeje_(2).JPG",,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c542c242-7f0a-11ea-b2cd-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2018-06-14 15:07:17.511345+02
,"3",Cykelrute,"8",Andet,Plantagestien,Vesthimmerland,"0",,14.8,Fø,,,,,,,,"0",,"9",Ukendt,"9",Ukendt,"2",Kommune,"512100","6294018","0","0","9",Ukendt,,"2",Regional,"0","0","1",Hovedrute,"1",Ja,https://www.visitvesthimmerland.dk/plantagestien-cykelrute-118-gdk624035,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"4",FOT / Tekniske kort,"3",Gældende / Vedtaget,"1",Synlig for alle,c54346ea-7f0a-11ea-b2d6-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2017-11-01 17:14:41.568873+01
,"4",Mountainbikerute,"8",Andet,Uhrehøje Mountainbike ruter,Uhrehøje Plantage,"1",Ja,0.7,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"3",Ikke handicapegnet,"2",Kommune,"515779","6295127","0","0","3",Middel/Moderat,,"1",Lokal,"0","0","2",Sløjfe,"0",,,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"3",Opmåling,"3",Gældende / Vedtaget,"1",Synlig for alle,c544227c-7f0a-11ea-b2e4-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2019-03-22 10:08:46.391599+01
,"4",Mountainbikerute,"8",Andet,Uhrehøje Mountainbike ruter,Uhrehøje Plantage,"1",Ja,0.2,,,,,,,Vesthimmerlands Kommune,gmun@vesthimmerland.dk,"0",,"9",Ukendt,"3",Ikke handicapegnet,"2",Kommune,"516488","6294962","0","0","3",Middel/Moderat,,"1",Lokal,"0","0","2",Sløjfe,"0",,,,,,,,,"5802",t_5802_fac_li_t,"29189471",Vesthimmerlands Kommune,"820",Vesthimmerlands Kommune,"3",Opmåling,"3",Gældende / Vedtaget,"1",Synlig for alle,c5443096-7f0a-11ea-b2e5-062b96cbb5a0,2020-04-15 13:18:01.958221+02,,2019-03-22 10:08:46.391599+01
